"id","name","slug","brand","category","strain","thc","cbd","lab_test"
"227","Platinum Cookies - Pre-roll","emeralds-platinum-cookies-pre-roll","Emeralds","Flowers,Pre-Roll","Platinum Cookies",,,
"228","Maui Wowie - Pre-roll","emeralds-maui-wowie-pre-roll","Emeralds","Flowers,Pre-Roll","Maui Waui (Wowie)",,,
"229","Lemon Skunk - Pre-roll","emeralds-lemon-skunk-pre-roll","Emeralds","Flowers,Pre-Roll","Lemon Skunk (DNA)",,,
"230","King Diesel - Pre-roll","emeralds-king-diesel-pre-roll","Emeralds","Flowers,Pre-Roll","King Diesel",,,
"231","Jack Frost - Pre-roll","emeralds-jack-frost-pre-roll","Emeralds","Flowers,Pre-Roll","Jack Frost",,,
"232","Ingrid - Pre-roll","emeralds-ingrid-pre-roll","Emeralds","Flowers,Pre-Roll","Ingrid",,,
"233","Harlequin CBD - Pre-roll","emeralds-harlequin-cbd-pre-roll","Emeralds","Flowers,Pre-Roll","Harlequin",,,
"234","Granddaddy Purple - Pre-roll","emeralds-granddaddy-purple-pre-roll","Emeralds","Flowers,Pre-Roll","Granddaddy Purple (GDP)",,,
"235","Girl Scout Cookies - Pre-roll","emeralds-girl-scout-cookies-pre-roll","Emeralds","Flowers,Pre-Roll","Girl Scout Cookies",,,
"236","Ghost OG - Pre-roll","emeralds-ghost-og-pre-roll","Emeralds","Flowers,Pre-Roll","Ghost OG",,,
"237","Dutch Treat - Pre-roll","emeralds-dutch-treat-pre-roll","Emeralds","Flowers,Pre-Roll","Dutch Treat",,,
"238","Dream Queen - Pre-roll","emeralds-dream-queen-pre-roll","Emeralds","Flowers,Pre-Roll","Dream Queen",,,
"239","Cotton Candy - Pre-roll","emeralds-cotton-candy-pre-roll","Emeralds","Flowers,Pre-Roll","Cotton Candy",,,
"240","Cold Water Grands - Pre-roll","emeralds-cold-water-grands-pre-roll","Emeralds","Flowers,Pre-Roll","Cotton Candy",,,
"241","Cinderella 99 - Pre-roll","emeralds-cinderella-99-pre-roll","Emeralds","Flowers,Pre-Roll","Cinderella 99 (C99)",,,
"242","Cherry Pie - Pre-roll","emeralds-cherry-pie-pre-roll","Emeralds","Flowers,Pre-Roll","Cherry Pie (Cherry Kush)",,,
"243","Cherry Garlic - Pre-roll","emeralds-cherry-garlic-pre-roll","Emeralds","Flowers,Pre-Roll","Cherry Garlic",,,
"244","CBD Queen - Pre-roll","emeralds-cbd-queen-pre-roll","Emeralds","Flowers,Pre-Roll","Cherry Garlic",,,
"245","Black Label Kush - Pre-roll","emeralds-black-label-kush-pre-roll","Emeralds","Flowers,Pre-Roll","Master Kush (Black Label)",,,
"246","Blue Sapphire - Pre-roll","emeralds-blue-sapphire-pre-roll","Emeralds","Flowers,Pre-Roll","Blue Sapphire",,,
"247","Bubble Gum - Pre-roll","emeralds-bubble-gum-pre-roll","Emeralds","Flowers,Pre-Roll","Bubble Gum",,,
"248","Dry Skin Tonic","green-dragon-botanica-dry-skin-tonic","Green Dragon Botanica","Topical,","Bubble Gum",,,
"249","Venus and Mars","green-dragon-botanica-venus-and-mars","Green Dragon Botanica","Topical,","Bubble Gum",,,
"250","Relax and Heal","green-dragon-botanica-relax-and-heal","Green Dragon Botanica","Topical,","Bubble Gum",,,
"251","Breast Health","green-dragon-botanica-breast-health","Green Dragon Botanica","Topical,","Bubble Gum",,,
"252","Cone - Pre-roll","cannagold-cone-pre-roll","CannaGold","Flowers,Pre-Roll","Bubble Gum",,,
"253","Cold Gold 25 - 1gr","canna-magic-cold-gold-25-1gr","Canna Magic",,"Bubble Gum",,,
"254","Cold Gold 90 - 1gr","canna-magic-cold-gold-90-1gr","Canna Magic",,"Bubble Gum",,,
"255","Cold Gold 120 - 1gr","canna-magic-cold-gold-120-1gr","Canna Magic",,"Bubble Gum",,,
"256","CBD THCV - Pre-roll","medi-cone-cbd-thcv-pre-roll","Medi Cone","Flowers,Pre-Roll","Bubble Gum",,,
"257","Tarantula - Girl Scout Cookies - Pre-roll","ganja-gold-tarantula-girl-scout-cookies-pre-roll","Ganja Gold","Flowers,Pre-Roll","Girl Scout Cookies",,,
"258","High CBD - Pre-roll","medi-cone-high-cbd-pre-roll","Medi Cone","Flowers,Pre-Roll","Girl Scout Cookies",,,
"259","La Confidential - Pre-roll","americone-la-confidential-pre-roll","Americone","Flowers,Pre-Roll","LA Confidential",,,
"260","Green Ribbon - Pre-roll","americone-green-ribbon-pre-roll","Americone","Flowers,Pre-Roll","Green Ribbon",,,
"261","Lemon OG - Pre-roll","americone-lemon-og-pre-roll","Americone","Flowers,Pre-Roll","Lemon OG Kush",,,
"262","4 Love Oil","4-love-4-love-oil","4 Love",,"Lemon OG Kush","92mg",,"https://www.cannabisreports.com/lab-tests/3/32c9c8746ea7f474c977c55d1520b11cb95b56f4.pdf"
"263","Lip Balm","doc-apollo-lip-balm","Doc Apollo","Topical,","Lemon OG Kush",,,
"264","PTSD","loving-and-legally-grown-ptsd","Loving and Legally Grown","Topical,","Lemon OG Kush",,,
"265","The Oil","loving-and-legally-grown-the-oil","Loving and Legally Grown","Topical,","Lemon OG Kush",,,
"266","Mentholated Body Balm - 2oz","incredimeds-mentholated-body-balm-2oz","IncrediMeds","Topical,","Lemon OG Kush",,,
"267","Mentholated Body Balm - 1oz","incredimeds-mentholated-body-balm-1oz","IncrediMeds","Topical,","Lemon OG Kush",,,
"268","The Blackout Variety Pack - Pre-roll","gfarma-labs-the-blackout-variety-pack-pre-roll","GFarma Labs","Flowers,Pre-Roll","Lemon OG Kush",,,
"269","Verde G Stik - Pre-roll","gfarma-labs-verde-g-stik-pre-roll","GFarma Labs","Flowers,Pre-Roll","Lemon OG Kush",,,
"270","Orange G Stik - Pre-roll","gfarma-labs-orange-g-stik-pre-roll","GFarma Labs","Flowers,Pre-Roll","Lemon OG Kush",,,
"271","Rosado G Stik - Pre-roll","gfarma-labs-rosado-g-stik-pre-roll","GFarma Labs","Flowers,Pre-Roll","Lemon OG Kush",,,
"272","Amarillo G Stik - Pre-roll","gfarma-labs-amarillo-g-stik-pre-roll","GFarma Labs","Flowers,Pre-Roll","Lemon OG Kush",,,
"273","Violeta G Stik - Pre-roll","gfarma-labs-violeta-g-stik-pre-roll","GFarma Labs","Flowers,Pre-Roll","Lemon OG Kush",,,
"274","Red G Stik - Pre-roll","gfarma-labs-red-g-stik-pre-roll","GFarma Labs","Flowers,Pre-Roll","Lemon OG Kush",,,
"275","Therapeutic Sport Rub","golden-leaf-therapeutic-sport-rub","Golden Leaf","Topical,","Lemon OG Kush",,,
"276","CannaRub - Peppermint","suspiciously-delicious-cannarub-peppermint","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"277","CannaRub - Lemongrass","suspiciously-delicious-cannarub-lemongrass","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"278","CannaRub - Lavender","suspiciously-delicious-cannarub-lavender","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"279","CannaBalm - 2oz - Vanilla","suspiciously-delicious-cannabalm-2oz-vanilla","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"280","CannaBalm - 2oz - Peppermint","suspiciously-delicious-cannabalm-2oz-peppermint","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"281","CannaBalm - 2oz - Eucalyptus","suspiciously-delicious-cannabalm-2oz-eucalyptus","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"282","CannaBalm - 2oz - Lavender","suspiciously-delicious-cannabalm-2oz-lavender","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"283","CannaBalm - 2oz - Lemongrass","suspiciously-delicious-cannabalm-2oz-lemongrass","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"284","CannaBalm - .5oz - Vanilla","suspiciously-delicious-cannabalm-5oz-vanilla","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"285","CannaBalm - .5oz - Peppermint","suspiciously-delicious-cannabalm-5oz-peppermint","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"286","CannaBalm - .5oz - Eucalyptus","suspiciously-delicious-cannabalm-5oz-eucalyptus","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"287","CannaBalm - .5oz - Lavender","suspiciously-delicious-cannabalm-5oz-lavender","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"288","CannaBalm - .5oz - Lemongrass","suspiciously-delicious-cannabalm-5oz-lemongrass","Suspiciously Delicious","Topical,","Lemon OG Kush",,,
"289","Sour Diesel Cone with Bubble Hash - Pre-roll","ganjanesha-sour-diesel-cone-with-bubble-hash-pre-roll","Ganjanesha","Flowers,Pre-Roll","Sour Diesel",,,
"290","Afgoo Cone with Bubble Hash - Pre-roll","ganjanesha-afgoo-cone-with-bubble-hash-pre-roll","Ganjanesha","Flowers,Pre-Roll","Sour Diesel",,,
"291","Thunder Balm - 1 oz","humboldt-apothecary-thunder-balm-1-oz","Humboldt Apothecary","Topical,","Sour Diesel",,,
"292","THCV - Pre-roll","medi-cone-thcv-pre-roll","Medi Cone","Flowers,Pre-Roll","Sour Diesel",,,
"293","Infinite Euphoria - Pre-roll","medi-cone-infinite-euphoria-pre-roll","Medi Cone","Flowers,Pre-Roll","Infinite Euphoria",,,
"294","Green Tarantula - Pre-roll","ganja-gold-green-tarantula-pre-roll","Ganja Gold","Flowers,Pre-Roll","Infinite Euphoria",,,
"295","Tarantula - Fire OG - Pre-roll","ganja-gold-tarantula-fire-og-pre-roll","Ganja Gold","Flowers,Pre-Roll","Fire OG",,,
"296","Cannabliss Care Propolis Sage Salve","sweet-relief-cannabliss-care-propolis-sage-salve","Sweet Relief","Topical,","Fire OG",,,
"297","Cannablis Care Healing Salve","sweet-relief-cannablis-care-healing-salve","Sweet Relief","Topical,","Fire OG",,,
"298","Cannabliss Care Muscle/Nerve Salve","sweet-relief-cannabliss-care-muscle-nerve-salve","Sweet Relief","Topical,","Fire OG",,,
"299","Hemp Clean Shampoo","cibaderm-hemp-clean-shampoo","Cibaderm","Topical,Bath,","Fire OG",,"10mg",
"300","Hemp Soft Conditioner","cibaderm-hemp-soft-conditioner","Cibaderm","Topical,Bath,","Fire OG",,"10mg",
"301","Hemp Fresh Body Wash","cibaderm-hemp-fresh-body-wash","Cibaderm","Topical,Bath,","Fire OG",,"10mg",
"302","Hemp Nourish Body Lotion","cibaderm-hemp-nourish-body-lotion","Cibaderm","Topical,","Fire OG",,"50mg",
"303","Hemp Hydrate Hand Cream","cibaderm-hemp-hydrate-hand-cream","Cibaderm","Topical,","Fire OG",,"25mg",
"304","Hemp Calm Salve","cibaderm-hemp-calm-salve","Cibaderm","Topical,","Fire OG",,"50mg",
"305","Pain Relief Tincture - External Formulation","alta-california-botanicals-pain-relief-tincture-external-formulation","Alta California Botanicals","Topical,","Fire OG",,,
"306","Chronic Pleasure","amazing-herbal-creations-chronic-pleasure","Amazing Herbal Creations",,"Fire OG",,,
"307","Rub a Bud Bud","amazing-herbal-creations-rub-a-bud-bud","Amazing Herbal Creations",,"Fire OG",,,
"308","Beauty in a Bag","amazing-herbal-creations-beauty-in-a-bag","Amazing Herbal Creations","Topical,","Fire OG",,,
"309","Lion Balm - 8 oz","om-edibles-medicinals-lion-balm-8-oz","Om Edibles + Medicinals","Topical,","Fire OG",,,
"310","Hybrid Mini - 8 pack - Pre-roll","medi-cone-hybrid-mini-8-pack-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"311","Emerald Triangle - 5 pack - Sativa - Pre-roll","medi-cone-emerald-triangle-5-pack-sativa-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"312","Ed Rosenthal - High CBD - Pre-roll","medi-cone-ed-rosenthal-high-cbd-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"313","Ed Rosenthal - Sativa - Pre-roll","medi-cone-ed-rosenthal-sativa-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"314","Ed Rosenthal - Indica - Pre-roll","medi-cone-ed-rosenthal-indica-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"315","Emerald Triangle - Sativa - Pre-roll","medi-cone-emerald-triangle-sativa-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"316","Emerald Triangle - Indica - Pre-roll","medi-cone-emerald-triangle-indica-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"317","Emerald Triangle - 5 pack - Indica - Pre-roll","medi-cone-emerald-triangle-5-pack-indica-pre-roll","Medi Cone","Flowers,Pre-Roll","Fire OG",,,
"318","Cavi Cone - Apple - Pre-roll","caviar-gold-cavi-cone-apple-pre-roll","Caviar Gold","Flowers,Pre-Roll","Fire OG",,,
"319","Cavi Cone - Grape - Pre-roll","caviar-gold-cavi-cone-grape-pre-roll","Caviar Gold","Flowers,Pre-Roll","Fire OG",,,
"320","Cavi Cone - Raspberry - Pre-roll","caviar-gold-cavi-cone-raspberry-pre-roll","Caviar Gold","Flowers,Pre-Roll","Fire OG",,,
"321","Cavi Cone - Strawberry - Pre-roll","caviar-gold-cavi-cone-strawberry-pre-roll","Caviar Gold","Flowers,Pre-Roll","Fire OG",,,
"322","Cavi Cone - Vanilla - Pre-roll","caviar-gold-cavi-cone-vanilla-pre-roll","Caviar Gold","Flowers,Pre-Roll","Fire OG",,,
"323","Cavi Cone - Original - Pre-roll","caviar-gold-cavi-cone-original-pre-roll","Caviar Gold","Flowers,Pre-Roll","Fire OG",,,
"324","Xternal Balm - 2 oz","better-brands-xternal-balm-2-oz","Better Brands","Topical,","Fire OG",,,
"325","Xternal Cream - 2 oz","better-brands-xternal-cream-2-oz","Better Brands","Topical,","Fire OG",,,
"326","Xternal Mud - 1 oz","better-brands-xternal-mud-1-oz","Better Brands","Topical,","Fire OG",,,
"327","Xternal Soak - 1 oz","better-brands-xternal-soak-1-oz","Better Brands","Topical,Bath,","Fire OG",,,
"328","Therapeutic CBD Cream","the-bud-barber-therapeutic-cbd-cream","The Bud Barber","Topical,","Fire OG",,"10mg",
"329","Topical Pain Relieving Salve - 1 oz","canna-care-topical-pain-relieving-salve-1-oz","Canna Care","Topical,","Fire OG",,,
"330","Topical Pain Relieving Salve - .5 oz","canna-care-topical-pain-relieving-salve-5-oz","Canna Care","Topical,","Fire OG",,,
"331","Bath Salts - Sore Muscle & Joint Relief","canna-care-bath-salts-sore-muscle-joint-relief","Canna Care","Topical,Bath,","Fire OG",,,
"332","Massage Cream - Therapeutic Body Treatment - 4 oz","canna-care-massage-cream-therapeutic-body-treatment-4-oz","Canna Care","Topical,","Fire OG",,,
"333","Medicated Lip Balm","canna-care-medicated-lip-balm","Canna Care",,"Fire OG",,,
"334","Spray Away","amazing-herbal-creations-spray-away","Amazing Herbal Creations","Topical,","Fire OG",,,
"335","Face & Body Soap","amazing-herbal-creations-face-body-soap","Amazing Herbal Creations","Topical,","Fire OG",,,
"336","Toner & Acne Remover","amazing-herbal-creations-toner-acne-remover","Amazing Herbal Creations","Topical,","Fire OG",,,
"337","Facial Butter","amazing-herbal-creations-facial-butter","Amazing Herbal Creations","Topical,","Fire OG",,,
"338","Skin Healing Cream - Go Go","amazing-herbal-creations-skin-healing-cream-go-go","Amazing Herbal Creations","Topical,","Fire OG",,,
"339","Skin Healing Cream - Eucalyptus","amazing-herbal-creations-skin-healing-cream-eucalyptus","Amazing Herbal Creations","Topical,","Fire OG",,,
"340","Skin Healing Cream - Lavender","amazing-herbal-creations-skin-healing-cream-lavender","Amazing Herbal Creations","Topical,","Fire OG",,,
"341","Skin Healing Cream - Lime Sage","amazing-herbal-creations-skin-healing-cream-lime-sage","Amazing Herbal Creations","Topical,","Fire OG",,,
"342","Skin Healing Cream - Clary Sage","amazing-herbal-creations-skin-healing-cream-clary-sage","Amazing Herbal Creations","Topical,","Fire OG",,,
"343","Lip Balm - Grape Goo","amazing-herbal-creations-lip-balm-grape-goo","Amazing Herbal Creations",,"Fire OG",,,
"344","Lip Balm - Sweet Weed","amazing-herbal-creations-lip-balm-sweet-weed","Amazing Herbal Creations",,"Fire OG",,,
"345","Lip Balm - Cherrylicious","amazing-herbal-creations-lip-balm-cherrylicious","Amazing Herbal Creations",,"Fire OG",,,
"346","Lip Balm - Lemondrop Basil","amazing-herbal-creations-lip-balm-lemondrop-basil","Amazing Herbal Creations",,"Fire OG",,,
"347","Veda Balm - High CBD (Small)","avedica-veda-chews-veda-balm-high-cbd-small","Avedica (Veda Chews)","Topical,","Fire OG","60mg","60mg",
"348","Medical Cannabis Topical - Grain Alcohol","pure-spiral-heart-medical-cannabis-topical-grain-alcohol","Pure / Spiral Heart","Topical,","Fire OG",,,
"349","Kind Rub - Moisture Roll-On - 30ML","kind-medicine-kind-rub-moisture-roll-on-30ml","Kind Medicine","Topical,","Fire OG",,,
"350","Kind Rub - Moisture Roll-On - 10ML","kind-medicine-kind-rub-moisture-roll-on-10ml","Kind Medicine","Topical,","Fire OG",,,
"351","Kind Rub - Menthol Formula - 120 ML","kind-medicine-kind-rub-menthol-formula-120-ml","Kind Medicine","Topical,","Fire OG",,,
"352","Kind Rub - Menthol Formula - 50 ML","kind-medicine-kind-rub-menthol-formula-50-ml","Kind Medicine","Topical,","Fire OG",,,
"353","Kind Rub - Menthol Formula - 25 ML","kind-medicine-kind-rub-menthol-formula-25-ml","Kind Medicine","Topical,","Fire OG",,,
"354","Kind Rub - Moisture Formula - 120 ML","kind-medicine-kind-rub-moisture-formula-120-ml","Kind Medicine","Topical,","Fire OG",,,
"355","Kind Rub - Moisture Formula - 50 ML","kind-medicine-kind-rub-moisture-formula-50-ml","Kind Medicine","Topical,","Fire OG",,,
"356","Kind Rub - Moisture Formula - 25 ML","kind-medicine-kind-rub-moisture-formula-25-ml","Kind Medicine","Topical,","Fire OG",,,
"357","Comfort Soak Bath Salts","scents-o-mia-comfort-soak-bath-salts","Scents-O-Mia","Topical,Bath,","Fire OG",,,
"358","Moontime Lotion","scents-o-mia-moontime-lotion","Scents-O-Mia","Topical,","Fire OG",,,
"359","Comfort Cream","scents-o-mia-comfort-cream","Scents-O-Mia","Topical,","Fire OG",,,
"360","Body Lotion","scents-o-mia-body-lotion","Scents-O-Mia","Topical,","Fire OG",,,
"361","Cocoa Salve","scents-o-mia-cocoa-salve","Scents-O-Mia","Topical,","Fire OG",,,
"362","Comfort Salve","scents-o-mia-comfort-salve","Scents-O-Mia","Topical,","Fire OG",,,
"363","Pure Releaf - Cannabis-Rosehip Serum","naturally-mystic-organics-pure-releaf-cannabis-rosehip-serum","Naturally Mystic Organics","Topical,","Fire OG",,,
"364","Pure Releaf - Cannabis Coconut Oil - THC - 4 oz","naturally-mystic-organics-pure-releaf-cannabis-coconut-oil-thc-4-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"365","Pure Releaf - Cannabis Coconut Oil - THC - 2 oz","naturally-mystic-organics-pure-releaf-cannabis-coconut-oil-thc-2-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"366","Pure Releaf - Cannabis Coconut Oil - CBD - 4 oz","naturally-mystic-organics-pure-releaf-cannabis-coconut-oil-cbd-4-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"367","Pure Releaf - Cannabis Coconut Oil - CBD - 2 oz","naturally-mystic-organics-pure-releaf-cannabis-coconut-oil-cbd-2-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"368","Pure Releaf - Cannabis Shea Balm - THC - 4 oz","naturally-mystic-organics-pure-releaf-cannabis-shea-balm-thc-4-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"369","Pure Releaf - Cannabis Shea Balm - THC - 2 oz","naturally-mystic-organics-pure-releaf-cannabis-shea-balm-thc-2-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"370","Pure Releaf - Cannabis Shea Balm - THC - 1 oz","naturally-mystic-organics-pure-releaf-cannabis-shea-balm-thc-1-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"371","Pure Releaf - Cannabis Shea Balm - CBD - 4 oz","naturally-mystic-organics-pure-releaf-cannabis-shea-balm-cbd-4-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"372","Pure Releaf - Cannabis Shea Balm - CBD - 2 oz","naturally-mystic-organics-pure-releaf-cannabis-shea-balm-cbd-2-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"373","Pure Releaf - Cannabis Shea Balm - CBD - 1 oz","naturally-mystic-organics-pure-releaf-cannabis-shea-balm-cbd-1-oz","Naturally Mystic Organics","Topical,","Fire OG",,,
"374","Fizzing Bath Truffle","om-edibles-medicinals-fizzing-bath-truffle","Om Edibles + Medicinals","Topical,Bath,","Fire OG",,,
"375","Salve","rogue-medicinals-salve","Rogue Medicinals","Topical,","Fire OG",,,
"376","Nerve Calm Cream","forest-nymph-botanicals-nerve-calm-cream","Forest Nymph Botanicals","Topical,","Fire OG",,,
"377","Pain Relief Cream","forest-nymph-botanicals-pain-relief-cream","Forest Nymph Botanicals","Topical,","Fire OG",,,
"378",".5oz Bear Balm","honey-pot-5oz-bear-balm","Honey Pot",,"Fire OG",,,
"379","The Spray - 4 oz","loving-and-legally-grown-the-spray-4-oz","Loving and Legally Grown","Topical,","Fire OG",,,
"380","The Spray - 1oz","loving-and-legally-grown-the-spray-1oz","Loving and Legally Grown","Topical,","Fire OG",,,
"381","Body Butter - 1 oz","mystic-herbal-body-care-body-butter-1-oz","Mystic Herbal Body Care","Topical,","Fire OG",,,
"382","Body Butter - 4 oz","mystic-herbal-body-care-body-butter-4-oz","Mystic Herbal Body Care","Topical,","Fire OG",,,
"383","XXX Strength Pain Salve","amazing-herbal-creations-xxx-strength-pain-salve","Amazing Herbal Creations",,"Fire OG","16.20mg","8.70mg",
"384","Sea Salt Exfoliate","amazing-herbal-creations-sea-salt-exfoliate","Amazing Herbal Creations","Topical,","Fire OG",,,
"385","Lotion - Lavender Grapefruit","thera-kief-lotion-lavender-grapefruit","Thera Kief","Topical,","Fire OG",,,
"386","Lotion - Lemongrass Tea Tree","thera-kief-lotion-lemongrass-tea-tree","Thera Kief","Topical,","Fire OG",,,
"387","Lotion - Eucalyptus Mint","thera-kief-lotion-eucalyptus-mint","Thera Kief","Topical,","Fire OG",,,
"388","Soap - Eucalyptus Mint","thera-kief-soap-eucalyptus-mint","Thera Kief","Topical,Bath,","Fire OG",,,
