"id","name","slug","location","category","instagram"
"1639","Wicked Mitten Medz","wicked-mitten-medz"," MI","Concentrates, Edibles, ",
"1640","Wild Earth Naturals","wild-earth-naturals"," MI","Edibles, Medical, ",
"1641","Wild West Grower","wild-west-grower"," OR","Flower, Edibles, ",
"1642","Wildflower Foods","wildflower-foods"," OR","Edibles, ",
"1643","Willamette Valley Alchemy LLC","willamette-valley-alchemy-llc"," OR","Concentrates, Edibles, ",
"1644","Willow Creek Springs","willow-creek-springs"," OR","Medical, ",
"1645","Winberry Farms","winberry-farms"," OR","Vapes, ",
"1646","Wind","wind"," CA","Vapes, ",
"1647","WING","wing"," CA","Vapes, Medical, ",
"1648","Wing King Infuzed","wing-king-infuzed"," Ca","Edibles, ",
"1649","WonderBrett","wonderbrett"," CA","Featured, Flower, Concentrates, ",
"1650","WonderLeaf","wonderleaf"," CA","Concentrates, Vape Pens, Medical, Batteries, ",
"1651","World of Weed, Inc.","world-of-weed-inc"," CA","Edibles, ",
"1652","WorldWideWeed","worldwideweed"," Ca","Flower, ",
"1653","WuGoo","wugoo"," CA","Flower, Concentrates, Edibles, ",
"1654","Wunderfruit","wunderfruit"," CA",,
"1655","WYLD","wyld"," OR","Edibles, ",
"1656","Xquirrel Extracts","xquirrel-extracts"," OR","Concentrates, ",
"1657","Xtractology","xtractology"," CA",,
"1658","Xtreme Seeds (SPAIN)","xtreme-seeds-spain"," CA","Flower, ",
"1659","Yaletown Flower Co. (CANADA)","yaletown-flower-co-canada"," MB","Flower, Concentrates, ",
"1660","Yerba Buena","yerba-buena"," OR","Flower, ",
"1661","Yeti Farms","yeti-farms"," CO","Concentrates, ",
"1662","YiLo","yilo"," CO",,
"1663","Yolk","yolk"," CA","Concentrates, ",
"1664","Your Highness","your-highness"," CA",,
"1665","Yummi Karma","yummi-karma"," CA","Edibles, Medical, ",
"1666","Zambeza Seeds (SPAIN)","zambeza-seeds-spain"," CA",,
"1667","Zasp","zasp"," CA","Edibles, ",
"1668","Zeki Farms","zeki-farms"," CA","Flower, ",
"1669","Zen Bar","zen-bar"," CA","Edibles, ",
"1670","Zen Labs Co (CANADA)","zen-labs-co-canada"," CA","Vapes, ",
"1671","Zen Potion","zen-potion"," CA","Edibles, ",
"1672","Zendo","zendo"," CA","Edibles, ",
"1673","Zenith Brands","zenith-brands"," CA",,
"1674","Zkittlez","zkittlez"," CA","Flower, ",
"1675","Zlixir","zlixir"," CA",,
"1676","Zog Farms","zog-farms"," CA","Flower, ",
"1677","Zombie","zombie"," CA",,
"1678","Zoobees Doobees","zoobees-doobees"," CA","Flower, Concentrates, ",
"1679","ZOOTS","zoots"," Colorado","Edibles, ",
"1680","1906 Chocolates","1906-chocolates"," Colorado","Flower, ",
"1681","37 Tons","37-tons"," Colorado",,
"1682","3C Farms","3c-farms"," Colorado",,
"1683","The 4.20 Bar","the-4-20-bar"," Colorado",,
"1684","420 Real Properties","420-real-properties"," Colorado",,
"1685","A.G.I.M","a-g-i-m"," Colorado",,
"1686","Ardeda","ardeda"," Colorado",,
"1687","Ardent Cannabis","ardent-cannabis"," Colorado",,
"1688","Aurora Clinic","aurora-clinic"," Colorado",,
"1689","Baked Smart","baked-smart"," Colorado",,
"1690","Bark Avenue Hemp Treats","bark-avenue-hemp-treats"," Colorado",,
"1691","Big Brand Water Filter","big-brand-water-filter"," Colorado",,
"1692","Billiferâ€™s Premium Creations","billifer-s-premium-creations"," Colorado",,
"1693","BioCBD Plusâ„¢","biocbd-plus"," Colorado",,
"1694","Black Rock Originals","black-rock-originals"," Colorado",,
"1695","Blazing Trails Tours","blazing-trails-tours"," Colorado",,
"1696","The Bloom Brand","the-bloom-brand"," CA",,
"1697","Bodhi Body Studios","bodhi-body-studios"," CA",,
"1698","BOND Sensual Oil","bond-sensual-oil"," CA",,
"1699","Botanicare","botanicare"," CA",,
"1700","Boveda 2-Way Humidity Control","boveda-2-way-humidity-control"," CA",,
"1701","Brewbudz by Cannabiniers","brewbudz-by-cannabiniers"," CA",,
"1702","Cannabis Medical Network","cannabis-medical-network"," CA",,
"1703","Cannabis Quencher","cannabis-quencher"," CA",,
"1704","Cannabis Rewards","cannabis-rewards"," CA",,
"1705","Canna Delights","canna-delights"," CA",,
"1706","Cannalids","cannalids"," CA",,
"1707","Canna Organix","canna-organix"," CA",,
"1708","Carolina Hemp Company","carolina-hemp-company"," CA",,
"1709","Cascade High","cascade-high"," CA",,
"1710","Cascadia Gardens","cascadia-gardens"," CA",,
"1711","CASCADIA herbals â„¢  Tinctures ","cascadia-herbals-tinctures"," CA",,
"1712","CBDPure","cbdpure"," CA",,
"1713","Cenergy","cenergy"," CA",,
"1714","CHEEX DISTRIBUTION","cheex-distribution"," CA",,
"1715","Clandestine Gardens","clandestine-gardens"," CA",,
"1716","Coast to Coast Medicinals","coast-to-coast-medicinals"," CA",,
"1717","ComfyTree Enterprises","comfytree-enterprises"," CA",,
"1718","Crafted Extracts","crafted-extracts"," CA",,
"1719","Craft Elixirs","craft-elixirs"," CA",,
"1720","Creekside Cannabis","creekside-cannabis"," CA",,
"1721","DARWIN","darwin"," CA",,
"1722","Dharma Organics & Dharma Cannabis","dharma-organics-dharma-cannabis"," CA",,
"1723","Diosa Verde","diosa-verde"," CA",,
"1724","Diskreshen","diskreshen"," CA",,
"1725","Dispo Pay","dispo-pay"," CA",,
"1726","Dixie Elixirs & Edibles","dixie-elixirs-edibles"," CA",,
"1727","Doctor and Crook Co.","doctor-and-crook-co"," CA",,
"1728","DopeBoo.com","dopeboo-com"," CA",,
"1729","Dope Nailz Lacquer","dope-nailz-lacquer"," CA",,
"1730","Dragon Elixir","dragon-elixir"," CA",,
"1731","Dream City","dream-city"," CA",,
"1732","Drip Ice Cream","drip-ice-cream"," CA",,
"1733","DroppingSeeds Herbal Blends for Organic Spliffs","droppingseeds-herbal-blends-for-organic-spliffs"," CA",,
"1734","Dutchy","dutchy"," CA",,
"1735","Eden Labs","eden-labs"," CA",,
"1736","Elite Hemp Products","elite-hemp-products"," CA",,
"1737","Entourage Nutritional Distributors","entourage-nutritional-distributors"," CA",,
"1738","ETA Attorney Service","eta-attorney-service"," CA",,
"1739","Everyone Does It","everyone-does-it"," CA",,
"1740","Evolved Ayurvedic Discoveries, Inc","evolved-ayurvedic-discoveries-inc"," CA",,
"1741","Falcanna","falcanna"," CA",,
"1742","Female Seeds","female-seeds"," CA",,
"1743","Firefly","firefly"," CA",,
"1744","Fit Aroma","fit-aroma"," CA",,
"1745","Flower Potency  Testing","flower-potency-testing"," CA",,
"1746","Fogg Flavor Labs, LLC","fogg-flavor-labs-llc"," CA",,
"1747","Foottraffik","foottraffik"," CA",,
"1748","GaGa Edibles","gaga-edibles"," CA",,
"1749","GanjaEats","ganjaeats"," CA",,
"1750","Gemstone Valley","gemstone-valley"," CA",,
"1751","GFarmaLabs","gfarmalabs"," CA",,
"1752","GoGreenHemp","gogreenhemp"," CA",,
"1753","Golden Light Botanicals","golden-light-botanicals"," CA",,
"1754","Goodship","goodship"," CA",,
"1755","Gorilla Pharm of America","gorilla-pharm-of-america"," CA",,
"1756","G Pen (Grenco Science)","g-pen-grenco-science"," CA",,
"1757","Great Lakes Hemp Supplements","great-lakes-hemp-supplements"," CA",,
"1758","Green Barn Farms","green-barn-farms"," CA",,
"1759","GreenBroz","greenbroz"," CA",,
"1760","The Greenery Extracts","the-greenery-extracts"," CA",,
"1761","Greenhouse Products","greenhouse-products"," CA",,
"1762","Greenshore-Pipes","greenshore-pipes"," CA",,
"1763","GrowMyWeedNow","growmyweednow"," CA",,
"1764","Hakuna Supply","hakuna-supply"," CA",,
"1765","Harrens Lab Inc.","harrens-lab-inc"," CA",,
"1766","Headlight","headlight"," CA",,
"1767","Healing Light Bodega","healing-light-bodega"," CA",,
"1768","The Healthy Home Girls","the-healthy-home-girls"," CA",,
"1769","Hemptouch","hemptouch"," CA",,
"1770","herbalAire Ltd.","herbalaire-ltd"," CA",,
"1771","Higher Promos","higher-promos"," CA",,
"1772","Holistic Caring","holistic-caring"," CA",,
"1773","Honey River","honey-river"," CA",,
"1774","Hybrid Social","hybrid-social"," CA",,
"1775","I Love Growing Marijuana","i-love-growing-marijuana"," CA",,
"1776","Kandy Pens","kandy-pens"," CA",,
"1777","KannastÃ¶rÂ®","kannastor"," CA",,
"1778","KC Business Solutions","kc-business-solutions"," CA",,
